Location,Time,Day of Week,Number of Drinks,Number of Pastries,Total Bill,Age
Mirdif,Morning,Tuesday,0,0,0,69
Mirdif,Morning,Wednesday,2,1,13,81
Mirdif,Afternoon,Tuesday,2,1,13,84
Mirdif,Evening,Wednesday,0,1,3,72
Mirdif,Morning,Tuesday,1,1,8,75
Mirdif,Morning,Friday,1,1,8,73
Mirdif,Afternoon,Saturday,2,0,10,66
Mirdif,Evening,Friday,0,0,0,75
Mirdif,Morning,Monday,1,0,5,82
Mirdif,Morning,Thursday,1,0,5,85
Mirdif,Morning,Saturday,0,1,3,83
Mirdif,Afternoon,Monday,1,0,5,78
Mirdif,Afternoon,Wednesday,2,0,10,64
Mirdif,Evening,Tuesday,1,0,5,65
Mirdif,Evening,Thursday,1,0,5,80
