Location,Time,Day of Week,Number of Drinks,Number of Pastries,Total Bill,Age,Age_group
Mirdif,Afternoon,Wednesday,0,0,0,21,18-24
Mirdif,Morning,Friday,2,0,10,21,18-24
Mirdif,Morning,Monday,0,0,0,21,18-24
Mirdif,Afternoon,Sunday,0,1,3,21,18-24
Mirdif,Evening,Tuesday,0,0,0,21,18-24
Mirdif,Morning,Friday,1,0,5,22,18-24
Mirdif,Morning,Tuesday,1,1,8,22,18-24
Mirdif,Morning,Sunday,1,1,8,22,18-24
Mirdif,Evening,Friday,1,0,5,22,18-24
Mirdif,Morning,Friday,1,0,5,22,18-24
Mirdif,Morning,Saturday,1,0,5,22,18-24
Mirdif,Evening,Wednesday,1,0,5,22,18-24
Mirdif,Evening,Wednesday,2,1,13,22,18-24
Mirdif,Afternoon,Sunday,2,0,10,22,18-24
Mirdif,Evening,Tuesday,0,1,3,22,18-24
Mirdif,Afternoon,Wednesday,1,0,5,23,18-24
Mirdif,Evening,Tuesday,1,0,5,23,18-24
Mirdif,Morning,Tuesday,2,1,13,23,18-24
Mirdif,Evening,Tuesday,2,0,10,23,18-24
Mirdif,Evening,Thursday,2,0,10,23,18-24
Mirdif,Morning,Friday,2,1,13,23,18-24
Mirdif,Afternoon,Saturday,1,1,8,23,18-24
Mirdif,Evening,Sunday,1,1,8,23,18-24
Mirdif,Afternoon,Monday,0,0,0,23,18-24
Mirdif,Afternoon,Monday,1,0,5,23,18-24
Mirdif,Evening,Wednesday,2,0,10,24,25-35
Mirdif,Evening,Saturday,0,1,3,24,25-35
Mirdif,Afternoon,Thursday,1,1,8,24,25-35
Mirdif,Morning,Thursday,1,0,5,24,25-35
Mirdif,Morning,Thursday,0,0,0,24,25-35
Mirdif,Morning,Thursday,1,1,8,25,25-35
Mirdif,Afternoon,Thursday,1,0,5,25,25-35
Mirdif,Morning,Tuesday,1,0,5,25,25-35
Mirdif,Morning,Tuesday,1,1,8,25,25-35
Mirdif,Morning,Saturday,1,0,5,25,25-35
Mirdif,Morning,Tuesday,0,0,0,25,25-35
Mirdif,Afternoon,Wednesday,2,0,10,25,25-35
Mirdif,Evening,Tuesday,1,0,5,25,25-35
Mirdif,Afternoon,Sunday,0,1,3,26,25-35
Mirdif,Afternoon,Friday,0,1,3,26,25-35
Mirdif,Evening,Saturday,2,0,10,26,25-35
Mirdif,Afternoon,Friday,1,0,5,26,25-35
Mirdif,Morning,Friday,1,0,5,26,25-35
Mirdif,Morning,Wednesday,1,0,5,26,25-35
Mirdif,Afternoon,Tuesday,1,1,8,26,25-35
Mirdif,Morning,Saturday,2,1,13,26,25-35
Mirdif,Afternoon,Monday,2,0,10,27,25-35
Mirdif,Afternoon,Thursday,0,0,0,27,25-35
Mirdif,Evening,Tuesday,1,1,8,27,25-35
Mirdif,Afternoon,Friday,0,0,0,27,25-35
Mirdif,Morning,Sunday,1,1,8,27,25-35
Mirdif,Morning,Friday,0,1,3,28,25-35
Mirdif,Evening,Monday,2,0,10,28,25-35
Mirdif,Morning,Saturday,1,1,8,28,25-35
Mirdif,Evening,Monday,1,1,8,28,25-35
Mirdif,Evening,Monday,0,1,3,28,25-35
Mirdif,Afternoon,Thursday,1,1,8,28,25-35
Mirdif,Afternoon,Friday,1,0,5,28,25-35
Mirdif,Evening,Friday,2,1,13,28,25-35
Mirdif,Evening,Sunday,1,0,5,28,25-35
Mirdif,Afternoon,Saturday,0,0,0,29,25-35
Mirdif,Evening,Monday,2,0,10,29,25-35
Mirdif,Afternoon,Tuesday,1,0,5,29,25-35
Mirdif,Morning,Sunday,1,0,5,29,25-35
Mirdif,Evening,Wednesday,1,0,5,29,25-35
Mirdif,Afternoon,Wednesday,2,1,13,29,25-35
Mirdif,Evening,Monday,0,0,0,29,25-35
Mirdif,Evening,Monday,1,0,5,29,25-35
Mirdif,Morning,Thursday,1,0,5,30,25-35
Mirdif,Afternoon,Sunday,1,0,5,30,25-35
Mirdif,Evening,Thursday,2,1,13,30,25-35
Mirdif,Evening,Tuesday,1,0,5,30,25-35
Mirdif,Evening,Monday,1,0,5,30,25-35
Mirdif,Evening,Thursday,1,1,8,30,25-35
Mirdif,Evening,Sunday,2,0,10,30,25-35
Mirdif,Morning,Wednesday,1,0,5,31,25-35
Mirdif,Afternoon,Thursday,0,1,3,31,25-35
Mirdif,Evening,Thursday,1,1,8,31,25-35
Mirdif,Evening,Sunday,1,0,5,31,25-35
Mirdif,Evening,Tuesday,2,1,13,31,25-35
Mirdif,Morning,Tuesday,2,0,10,32,25-35
Mirdif,Afternoon,Friday,2,0,10,32,25-35
Mirdif,Afternoon,Friday,1,0,5,32,25-35
Mirdif,Afternoon,Wednesday,0,1,3,33,25-35
Mirdif,Morning,Tuesday,1,0,5,33,25-35
Mirdif,Evening,Saturday,1,0,5,33,25-35
Mirdif,Evening,Friday,1,0,5,33,25-35
Mirdif,Afternoon,Thursday,1,0,5,33,25-35
Mirdif,Morning,Monday,1,0,5,33,25-35
Mirdif,Afternoon,Saturday,1,0,5,33,25-35
Mirdif,Evening,Friday,0,0,0,34,25-35
Mirdif,Afternoon,Sunday,2,1,13,34,25-35
Mirdif,Morning,Tuesday,0,0,0,34,25-35
Mirdif,Afternoon,Sunday,1,0,5,35,35-50
Mirdif,Evening,Saturday,1,0,5,35,35-50
Mirdif,Afternoon,Sunday,0,0,0,35,35-50
Mirdif,Evening,Wednesday,1,1,8,35,35-50
Mirdif,Evening,Saturday,0,0,0,35,35-50
Mirdif,Evening,Thursday,2,1,13,35,35-50
Mirdif,Morning,Wednesday,1,0,5,35,35-50
Mirdif,Morning,Tuesday,1,1,8,36,35-50
Mirdif,Afternoon,Wednesday,0,1,3,36,35-50
Mirdif,Afternoon,Monday,1,1,8,36,35-50
Mirdif,Afternoon,Monday,2,0,10,36,35-50
Mirdif,Afternoon,Tuesday,0,0,0,36,35-50
Mirdif,Evening,Monday,2,0,10,36,35-50
Mirdif,Evening,Friday,1,0,5,36,35-50
Mirdif,Morning,Sunday,0,0,0,36,35-50
Mirdif,Afternoon,Monday,1,0,5,36,35-50
Mirdif,Afternoon,Monday,2,0,10,37,35-50
Mirdif,Morning,Tuesday,1,0,5,37,35-50
Mirdif,Evening,Saturday,0,0,0,37,35-50
Mirdif,Evening,Sunday,1,0,5,37,35-50
Mirdif,Evening,Thursday,0,1,3,37,35-50
Mirdif,Morning,Wednesday,0,0,0,37,35-50
Mirdif,Afternoon,Tuesday,2,0,10,38,35-50
Mirdif,Afternoon,Saturday,1,0,5,38,35-50
Mirdif,Morning,Friday,0,0,0,38,35-50
Mirdif,Afternoon,Thursday,0,0,0,38,35-50
Mirdif,Afternoon,Friday,1,0,5,38,35-50
Mirdif,Evening,Friday,1,0,5,38,35-50
Mirdif,Afternoon,Tuesday,1,0,5,39,35-50
Mirdif,Afternoon,Saturday,0,0,0,39,35-50
Mirdif,Morning,Thursday,1,1,8,39,35-50
Mirdif,Morning,Friday,1,0,5,39,35-50
Mirdif,Evening,Sunday,2,0,10,40,35-50
Mirdif,Evening,Monday,2,1,13,40,35-50
Mirdif,Morning,Monday,0,0,0,40,35-50
Mirdif,Evening,Sunday,0,1,3,40,35-50
Mirdif,Afternoon,Thursday,0,1,3,41,35-50
Mirdif,Afternoon,Friday,1,1,8,41,35-50
Mirdif,Evening,Friday,1,0,5,41,35-50
Mirdif,Afternoon,Tuesday,1,0,5,41,35-50
Mirdif,Evening,Saturday,2,1,13,41,35-50
Mirdif,Afternoon,Monday,1,1,8,42,35-50
Mirdif,Afternoon,Saturday,1,0,5,42,35-50
Mirdif,Evening,Tuesday,1,1,8,42,35-50
Mirdif,Evening,Thursday,0,1,3,42,35-50
Mirdif,Afternoon,Tuesday,1,1,8,42,35-50
Mirdif,Morning,Sunday,1,0,5,42,35-50
Mirdif,Evening,Saturday,2,0,10,42,35-50
Mirdif,Afternoon,Friday,1,0,5,42,35-50
Mirdif,Afternoon,Saturday,1,0,5,42,35-50
Mirdif,Morning,Tuesday,2,0,10,42,35-50
Mirdif,Morning,Thursday,1,0,5,42,35-50
Mirdif,Afternoon,Thursday,2,0,10,42,35-50
Mirdif,Afternoon,Monday,1,0,5,43,35-50
Mirdif,Morning,Tuesday,1,0,5,43,35-50
Mirdif,Afternoon,Thursday,2,0,10,43,35-50
Mirdif,Afternoon,Saturday,1,0,5,43,35-50
Mirdif,Afternoon,Tuesday,2,1,13,44,35-50
Mirdif,Afternoon,Monday,1,0,5,44,35-50
Mirdif,Afternoon,Saturday,1,0,5,44,35-50
Mirdif,Evening,Thursday,1,0,5,44,35-50
Mirdif,Evening,Friday,0,1,3,44,35-50
Mirdif,Evening,Monday,2,0,10,45,35-50
Mirdif,Afternoon,Wednesday,1,0,5,45,35-50
Mirdif,Evening,Sunday,1,1,8,45,35-50
Mirdif,Morning,Saturday,1,0,5,45,35-50
Mirdif,Evening,Wednesday,1,1,8,45,35-50
Mirdif,Afternoon,Sunday,0,0,0,45,35-50
Mirdif,Morning,Friday,1,0,5,45,35-50
Mirdif,Morning,Wednesday,0,0,0,46,35-50
Mirdif,Morning,Monday,1,0,5,46,35-50
Mirdif,Morning,Tuesday,1,0,5,46,35-50
Mirdif,Morning,Wednesday,2,1,13,46,35-50
Mirdif,Morning,Thursday,0,0,0,46,35-50
Mirdif,Afternoon,Saturday,1,1,8,46,35-50
Mirdif,Afternoon,Wednesday,1,1,8,46,35-50
Mirdif,Evening,Wednesday,2,1,13,46,35-50
Mirdif,Afternoon,Saturday,2,1,13,47,35-50
Mirdif,Afternoon,Friday,1,0,5,47,35-50
Mirdif,Morning,Monday,1,0,5,47,35-50
Mirdif,Afternoon,Saturday,1,1,8,47,35-50
Mirdif,Evening,Thursday,1,0,5,47,35-50
Mirdif,Afternoon,Tuesday,2,1,13,47,35-50
Mirdif,Morning,Monday,2,0,10,47,35-50
Mirdif,Morning,Sunday,2,0,10,47,35-50
Mirdif,Morning,Sunday,1,0,5,47,35-50
Mirdif,Morning,Sunday,2,0,10,48,35-50
Mirdif,Morning,Thursday,1,0,5,48,35-50
Mirdif,Afternoon,Saturday,1,1,8,48,35-50
Mirdif,Evening,Saturday,1,0,5,48,35-50
Mirdif,Afternoon,Sunday,2,0,10,48,35-50
Mirdif,Evening,Thursday,2,1,13,48,35-50
Mirdif,Evening,Monday,0,0,0,49,35-50
Mirdif,Morning,Sunday,1,0,5,49,35-50
Mirdif,Afternoon,Saturday,0,0,0,49,35-50
Mirdif,Afternoon,Tuesday,1,0,5,49,35-50
Mirdif,Morning,Wednesday,1,0,5,49,35-50
Mirdif,Afternoon,Wednesday,1,0,5,49,35-50
Mirdif,Morning,Saturday,2,0,10,50,50+
Mirdif,Morning,Thursday,2,1,13,50,50+
Mirdif,Morning,Friday,0,0,0,50,50+
Mirdif,Afternoon,Friday,1,1,8,50,50+
Mirdif,Morning,Sunday,0,0,0,50,50+
Mirdif,Evening,Tuesday,1,0,5,50,50+
Mirdif,Evening,Tuesday,1,0,5,51,50+
Mirdif,Evening,Thursday,2,1,13,51,50+
Mirdif,Evening,Friday,0,0,0,51,50+
Mirdif,Morning,Wednesday,2,0,10,51,50+
Mirdif,Afternoon,Sunday,0,0,0,51,50+
Mirdif,Morning,Monday,0,0,0,51,50+
Mirdif,Evening,Monday,1,0,5,51,50+
Mirdif,Afternoon,Monday,0,0,0,52,50+
Mirdif,Evening,Wednesday,2,0,10,52,50+
Mirdif,Morning,Wednesday,1,0,5,52,50+
Mirdif,Afternoon,Sunday,0,1,3,52,50+
Mirdif,Morning,Saturday,0,1,3,52,50+
Mirdif,Morning,Saturday,1,0,5,52,50+
Mirdif,Afternoon,Friday,0,0,0,52,50+
Mirdif,Morning,Wednesday,1,0,5,52,50+
Mirdif,Afternoon,Tuesday,0,0,0,52,50+
Mirdif,Morning,Thursday,0,1,3,53,50+
Mirdif,Afternoon,Sunday,1,0,5,53,50+
Mirdif,Afternoon,Monday,2,0,10,53,50+
Mirdif,Evening,Monday,0,1,3,53,50+
Mirdif,Morning,Sunday,2,0,10,53,50+
Mirdif,Morning,Monday,1,1,8,53,50+
Mirdif,Afternoon,Tuesday,1,1,8,53,50+
Mirdif,Evening,Thursday,1,0,5,54,50+
Mirdif,Afternoon,Thursday,1,0,5,54,50+
Mirdif,Evening,Saturday,1,0,5,54,50+
Mirdif,Evening,Wednesday,2,0,10,54,50+
Mirdif,Morning,Sunday,0,0,0,54,50+
Mirdif,Morning,Wednesday,2,1,13,54,50+
Mirdif,Afternoon,Monday,0,1,3,54,50+
Mirdif,Morning,Monday,1,1,8,54,50+
Mirdif,Morning,Tuesday,2,0,10,54,50+
Mirdif,Evening,Saturday,1,0,5,55,50+
Mirdif,Evening,Monday,1,0,5,55,50+
Mirdif,Afternoon,Wednesday,0,0,0,55,50+
Mirdif,Evening,Monday,1,0,5,55,50+
Mirdif,Morning,Saturday,1,0,5,55,50+
Mirdif,Morning,Monday,1,1,8,70,50+
Mirdif,Morning,Tuesday,2,0,10,80,50+
Mirdif,Morning,Wednesday,0,0,0,56,50+
Mirdif,Morning,Saturday,2,1,13,80,50+
Mirdif,Morning,Sunday,2,0,10,72,50+
Mirdif,Afternoon,Wednesday,2,1,13,81,50+
Mirdif,Afternoon,Friday,1,0,5,78,50+
Mirdif,Afternoon,Saturday,0,0,0,57,50+
Mirdif,Evening,Tuesday,0,0,0,71,50+
Mirdif,Evening,Wednesday,2,0,10,85,50+
Mirdif,Evening,Friday,2,0,10,84,50+
Mirdif,Morning,Monday,2,1,13,77,50+
Mirdif,Morning,Tuesday,2,0,10,63,50+
Mirdif,Morning,Wednesday,1,0,5,83,50+
Mirdif,Morning,Friday,2,0,10,71,50+
Mirdif,Morning,Sunday,0,0,0,58,50+
Mirdif,Afternoon,Tuesday,2,0,10,74,50+
Mirdif,Afternoon,Wednesday,1,1,8,81,50+
Mirdif,Afternoon,Friday,2,0,10,67,50+
Mirdif,Afternoon,Sunday,0,0,0,62,50+
Mirdif,Evening,Monday,2,0,10,71,50+
Mirdif,Evening,Wednesday,0,0,0,82,50+
Mirdif,Evening,Friday,1,0,5,76,50+
Mirdif,Evening,Sunday,2,0,10,80,50+
Mirdif,Morning,Monday,1,0,5,56,50+
Mirdif,Morning,Thursday,2,0,10,80,50+
Mirdif,Morning,Sunday,1,0,5,82,50+
Mirdif,Afternoon,Tuesday,0,1,3,64,50+
Mirdif,Afternoon,Wednesday,2,0,10,59,50+
Mirdif,Afternoon,Saturday,1,0,5,67,50+
Mirdif,Evening,Tuesday,1,0,5,59,50+
Mirdif,Evening,Sunday,1,1,8,78,50+
Mirdif,Morning,Monday,2,0,10,76,50+
Mirdif,Morning,Wednesday,1,0,5,60,50+
Mirdif,Morning,Thursday,2,0,10,83,50+
Mirdif,Morning,Friday,0,1,3,63,50+
Mirdif,Morning,Saturday,1,0,5,85,50+
Mirdif,Afternoon,Thursday,1,1,8,85,50+
Mirdif,Afternoon,Friday,0,0,0,73,50+
Mirdif,Afternoon,Sunday,1,0,5,56,50+
Mirdif,Evening,Tuesday,1,0,5,74,50+
Mirdif,Evening,Thursday,1,0,5,74,50+
Mirdif,Evening,Sunday,1,0,5,61,50+
Mirdif,Morning,Monday,1,1,8,60,50+
Mirdif,Morning,Thursday,2,0,10,84,50+
Mirdif,Afternoon,Friday,2,0,10,84,50+
Mirdif,Evening,Tuesday,1,1,8,83,50+
Mirdif,Evening,Friday,1,0,5,80,50+
Mirdif,Morning,Friday,1,0,5,69,50+
Mirdif,Morning,Saturday,2,1,13,71,50+
Mirdif,Afternoon,Monday,0,0,0,64,50+
Mirdif,Afternoon,Tuesday,1,1,8,72,50+
Mirdif,Evening,Friday,0,0,0,84,50+
Mirdif,Morning,Wednesday,1,0,5,73,50+
Mirdif,Morning,Friday,1,1,8,60,50+
Mirdif,Morning,Sunday,1,0,5,72,50+
Mirdif,Afternoon,Wednesday,1,1,8,58,50+
Mirdif,Evening,Friday,0,0,0,83,50+
Mirdif,Morning,Wednesday,2,0,10,79,50+
Mirdif,Morning,Saturday,2,0,10,75,50+
Mirdif,Evening,Friday,2,1,13,69,50+
Mirdif,Morning,Thursday,2,1,13,59,50+
Mirdif,Afternoon,Wednesday,0,0,0,67,50+
Mirdif,Afternoon,Friday,1,0,5,56,50+
Mirdif,Afternoon,Sunday,1,0,5,85,50+
Mirdif,Evening,Monday,1,0,5,79,50+
Mirdif,Afternoon,Tuesday,0,0,0,62,50+
Mirdif,Evening,Wednesday,1,0,5,74,50+
Mirdif,Evening,Saturday,0,0,0,59,50+
Mirdif,Morning,Friday,1,0,5,58,50+
Mirdif,Afternoon,Monday,1,0,5,69,50+
Mirdif,Afternoon,Wednesday,0,0,0,56,50+
Mirdif,Evening,Tuesday,0,0,0,68,50+
Mirdif,Evening,Saturday,1,1,8,82,50+
Mirdif,Morning,Tuesday,1,0,5,65,50+
Mirdif,Morning,Sunday,1,1,8,83,50+
Mirdif,Afternoon,Thursday,1,0,5,69,50+
Mirdif,Afternoon,Friday,1,0,5,70,50+
Mirdif,Evening,Tuesday,1,1,8,61,50+
Mirdif,Evening,Friday,1,0,5,75,50+
Mirdif,Evening,Sunday,0,0,0,85,50+
Mirdif,Morning,Monday,1,1,8,57,50+
Mirdif,Afternoon,Friday,0,0,0,70,50+
Mirdif,Afternoon,Sunday,2,1,13,61,50+
Mirdif,Evening,Sunday,2,0,10,77,50+
Mirdif,Afternoon,Saturday,2,0,10,84,50+
Mirdif,Evening,Wednesday,1,0,5,62,50+
Mirdif,Evening,Sunday,2,1,13,70,50+
Mirdif,Morning,Monday,0,0,0,72,50+
Mirdif,Morning,Thursday,2,0,10,62,50+
Mirdif,Evening,Saturday,1,1,8,79,50+
Mirdif,Afternoon,Tuesday,1,0,5,57,50+
Mirdif,Afternoon,Sunday,0,1,3,85,50+
Mirdif,Morning,Tuesday,0,0,0,69,50+
Mirdif,Morning,Wednesday,2,1,13,81,50+
Mirdif,Afternoon,Tuesday,2,1,13,84,50+
Mirdif,Evening,Wednesday,0,1,3,72,50+
Mirdif,Morning,Tuesday,1,1,8,75,50+
Mirdif,Morning,Friday,1,1,8,73,50+
Mirdif,Afternoon,Saturday,2,0,10,66,50+
Mirdif,Evening,Friday,0,0,0,75,50+
Mirdif,Morning,Monday,1,0,5,82,50+
Mirdif,Morning,Thursday,1,0,5,85,50+
Mirdif,Morning,Saturday,0,1,3,83,50+
Mirdif,Afternoon,Monday,1,0,5,78,50+
Mirdif,Afternoon,Wednesday,2,0,10,64,50+
Mirdif,Evening,Tuesday,1,0,5,65,50+
Mirdif,Evening,Thursday,1,0,5,80,50+
